Phase,Current,Normalized Current,Freq Bin,Signal Type,Speed
0.43,520.78235,0.46439558,45+,Inhibitory,fast
0.45,531.70526,0.4833019,45+,Inhibitory,fast
0.47,543.68994,0.51773405,45+,Inhibitory,fast
0.49,560.11926,0.5596893,45+,Inhibitory,fast
0.51,574.135,0.5872027,45+,Inhibitory,fast
0.53,590.06696,0.61922264,45+,Inhibitory,fast
0.55,608.4133,0.65958714,45+,Inhibitory,fast
0.5700000000000001,621.2107,0.6916542,45+,Inhibitory,fast
0.59,624.81836,0.7112885,45+,Inhibitory,fast
0.61,630.889,0.72418064,45+,Inhibitory,fast
0.63,629.81757,0.7245508,45+,Inhibitory,fast
0.65,630.5218,0.7203825,45+,Inhibitory,fast
0.67,631.3054,0.7176797,45+,Inhibitory,fast
0.69,631.8904,0.7154699,45+,Inhibitory,fast
0.71,628.4219,0.7062654,45+,Inhibitory,fast
0.73,623.0332,0.69080794,45+,Inhibitory,fast
0.75,616.37585,0.6703701,45+,Inhibitory,fast
0.77,609.1627,0.655357,45+,Inhibitory,fast
0.79,600.64526,0.636539,45+,Inhibitory,fast
0.81,591.2559,0.61092925,45+,Inhibitory,fast
0.83,584.19226,0.5893479,45+,Inhibitory,fast
0.85,576.4395,0.5662847,45+,Inhibitory,fast
0.87,568.5849,0.5498042,45+,Inhibitory,fast
0.89,560.90814,0.5301174,45+,Inhibitory,fast
0.91,552.78235,0.50752914,45+,Inhibitory,fast
0.9299999999999999,547.76447,0.4935495,45+,Inhibitory,fast
0.95,545.79224,0.47396305,45+,Inhibitory,fast
0.97,541.772,0.45096967,45+,Inhibitory,fast
0.99,537.40405,0.42827857,45+,Inhibitory,fast
0.0095,288.90433,0.42923728,25–35,Inhibitory,fast
0.03,287.22025,0.41317546,25–35,Inhibitory,fast
0.05,286.28528,0.3978235,25–35,Inhibitory,fast
0.07,284.67004,0.38173005,25–35,Inhibitory,fast
0.09,283.42694,0.36896887,25–35,Inhibitory,fast
0.11,282.71,0.35994062,25–35,Inhibitory,fast
0.13,281.3546,0.3494296,25–35,Inhibitory,fast
0.15000000000000002,280.48267,0.34081632,25–35,Inhibitory,fast
0.16999999999999998,280.6173,0.34029213,25–35,Inhibitory,fast
0.19,280.46643,0.34456018,25–35,Inhibitory,fast
0.21000000000000002,280.23157,0.35074475,25–35,Inhibitory,fast
0.22999999999999998,280.2999,0.35591736,25–35,Inhibitory,fast
0.25,280.08096,0.36396644,25–35,Inhibitory,fast
0.27,280.4597,0.368265,25–35,Inhibitory,fast
0.29000000000000004,280.6417,0.3698647,25–35,Inhibitory,fast
0.31,280.29355,0.36647335,25–35,Inhibitory,fast
0.33,280.02756,0.3633099,25–35,Inhibitory,fast
0.35,279.61288,0.3558535,25–35,Inhibitory,fast
0.37,279.1654,0.3503888,25–35,Inhibitory,fast
0.39,278.61926,0.34676197,25–35,Inhibitory,fast
0.41000000000000003,278.71017,0.3443008,25–35,Inhibitory,fast
0.43,279.79,0.3482666,25–35,Inhibitory,fast
0.45,281.1803,0.35420784,25–35,Inhibitory,fast
0.47,282.5813,0.36741927,25–35,Inhibitory,fast
0.49,285.28424,0.3810594,25–35,Inhibitory,fast
0.51,288.26297,0.395377,25–35,Inhibitory,fast
0.53,292.27258,0.41574988,25–35,Inhibitory,fast
0.55,296.2221,0.43669432,25–35,Inhibitory,fast
0.5700000000000001,300.39655,0.456983,25–35,Inhibitory,fast
0.59,304.30652,0.47730476,25–35,Inhibitory,fast
0.61,306.05753,0.48921835,25–35,Inhibitory,fast
0.63,306.9561,0.49561173,25–35,Inhibitory,fast
0.65,307.56946,0.49973863,25–35,Inhibitory,fast
0.67,308.02612,0.5046739,25–35,Inhibitory,fast
0.69,307.94232,0.5072511,25–35,Inhibitory,fast
0.71,306.91614,0.50211066,25–35,Inhibitory,fast
0.73,305.86197,0.49577346,25–35,Inhibitory,fast
0.75,304.22778,0.48626694,25–35,Inhibitory,fast
0.77,302.01508,0.47444576,25–35,Inhibitory,fast
0.79,299.83936,0.46097207,25–35,Inhibitory,fast
0.81,297.74646,0.44769105,25–35,Inhibitory,fast
0.83,295.88763,0.43389785,25–35,Inhibitory,fast
0.85,293.40118,0.4194196,25–35,Inhibitory,fast
0.87,291.17218,0.40597907,25–35,Inhibitory,fast
0.89,289.05893,0.39456847,25–35,Inhibitory,fast
0.91,287.31393,0.3832193,25–35,Inhibitory,fast
0.9299999999999999,285.64032,0.37134096,25–35,Inhibitory,fast
0.95,284.216,0.3628473,25–35,Inhibitory,fast
0.97,282.59427,0.34962684,25–35,Inhibitory,fast
0.99,281.1523,0.33772978,25–35,Inhibitory,fast
0.0095,591.661,0.34766716,15–25,Inhibitory,fast
0.03,588.90576,0.33382767,15–25,Inhibitory,fast
0.05,588.12537,0.32582504,15–25,Inhibitory,fast
0.07,586.81903,0.31769675,15–25,Inhibitory,fast
0.09,584.49817,0.30653894,15–25,Inhibitory,fast
0.11,582.72186,0.29651502,15–25,Inhibitory,fast
0.13,582.42914,0.29297462,15–25,Inhibitory,fast
0.15000000000000002,582.7029,0.28784534,15–25,Inhibitory,fast
0.16999999999999998,582.0122,0.28254732,15–25,Inhibitory,fast
0.19,582.32623,0.28041005,15–25,Inhibitory,fast
0.21000000000000002,581.21783,0.27676922,15–25,Inhibitory,fast
0.22999999999999998,579.7654,0.26918417,15–25,Inhibitory,fast
0.25,578.93896,0.26473624,15–25,Inhibitory,fast
0.27,577.0943,0.25585094,15–25,Inhibitory,fast
0.29000000000000004,576.90845,0.2523569,15–25,Inhibitory,fast
0.31,575.85077,0.24682279,15–25,Inhibitory,fast
0.33,574.7215,0.24188976,15–25,Inhibitory,fast
0.35,574.1234,0.24277598,15–25,Inhibitory,fast
0.37,574.2906,0.23962067,15–25,Inhibitory,fast
0.39,573.5827,0.23674954,15–25,Inhibitory,fast
0.41000000000000003,573.3317,0.23539452,15–25,Inhibitory,fast
0.43,572.8332,0.23094189,15–25,Inhibitory,fast
0.45,574.09314,0.2362719,15–25,Inhibitory,fast
0.47,576.7283,0.24649696,15–25,Inhibitory,fast
0.49,582.8983,0.27302212,15–25,Inhibitory,fast
0.51,593.341,0.31736156,15–25,Inhibitory,fast
0.53,606.5827,0.382236,15–25,Inhibitory,fast
0.55,620.7056,0.45229542,15–25,Inhibitory,fast
0.5700000000000001,628.7742,0.49566993,15–25,Inhibitory,fast
0.59,633.5771,0.5236113,15–25,Inhibitory,fast
0.61,637.82306,0.5449416,15–25,Inhibitory,fast
0.63,635.6662,0.52936304,15–25,Inhibitory,fast
0.65,635.4796,0.52896565,15–25,Inhibitory,fast
0.67,631.7045,0.5108169,15–25,Inhibitory,fast
0.69,626.8722,0.48871377,15–25,Inhibitory,fast
0.71,622.52655,0.46541685,15–25,Inhibitory,fast
0.73,618.324,0.44126052,15–25,Inhibitory,fast
0.75,612.84937,0.4187527,15–25,Inhibitory,fast
0.77,606.92645,0.38893387,15–25,Inhibitory,fast
0.79,602.75146,0.37046748,15–25,Inhibitory,fast
0.81,600.5526,0.34940457,15–25,Inhibitory,fast
0.83,597.86523,0.33305705,15–25,Inhibitory,fast
0.85,595.3707,0.31834435,15–25,Inhibitory,fast
0.87,591.17786,0.3051303,15–25,Inhibitory,fast
0.89,590.3623,0.2950736,15–25,Inhibitory,fast
0.91,590.13947,0.2907901,15–25,Inhibitory,fast
0.9299999999999999,587.4726,0.27831692,15–25,Inhibitory,fast
0.95,585.6535,0.27182394,15–25,Inhibitory,fast
0.97,584.2475,0.26692614,15–25,Inhibitory,fast
0.99,581.4957,0.25583497,15–25,Inhibitory,fast
0.0095,-284.18948,0.47854897,45+,Excitatory,fast
0.03,-303.45447,0.41520363,45+,Excitatory,fast
0.05,-308.048,0.40239882,45+,Excitatory,fast
0.07,-311.49594,0.38852116,45+,Excitatory,fast
0.09,-314.6949,0.38872123,45+,Excitatory,fast
0.11,-317.26672,0.38819176,45+,Excitatory,fast
0.13,-308.24832,0.41227412,45+,Excitatory,fast
0.15000000000000002,-311.97327,0.41609228,45+,Excitatory,fast
0.16999999999999998,-306.09592,0.43713585,45+,Excitatory,fast
0.19,-293.92627,0.46883196,45+,Excitatory,fast
0.21000000000000002,-285.26202,0.49412882,45+,Excitatory,fast
0.22999999999999998,-278.3345,0.5255037,45+,Excitatory,fast
0.25,-269.9994,0.55619663,45+,Excitatory,fast
0.27,-255.82939,0.5847785,45+,Excitatory,fast
0.29000000000000004,-248.34953,0.60772395,45+,Excitatory,fast
0.31,-240.81401,0.6334587,45+,Excitatory,fast
0.33,-233.25076,0.6607592,45+,Excitatory,fast
0.35,-222.08597,0.6931019,45+,Excitatory,fast
0.37,-213.2938,0.71376127,45+,Excitatory,fast
0.39,-205.72243,0.7387248,45+,Excitatory,fast
0.41000000000000003,-196.62996,0.7610895,45+,Excitatory,fast
0.43,-191.0261,0.7772265,45+,Excitatory,fast
0.45,-184.477,0.79717016,45+,Excitatory,fast
0.47,-178.94695,0.8150346,45+,Excitatory,fast
0.49,-175.28647,0.8309554,45+,Excitatory,fast
0.51,-170.1512,0.84715587,45+,Excitatory,fast
0.53,-167.13576,0.8574971,45+,Excitatory,fast
0.55,-164.47282,0.86144924,45+,Excitatory,fast
0.5700000000000001,-162.64012,0.86919177,45+,Excitatory,fast
0.59,-160.98373,0.8760775,45+,Excitatory,fast
0.61,-158.42078,0.8861094,45+,Excitatory,fast
0.63,-157.21437,0.89203924,45+,Excitatory,fast
0.65,-157.24869,0.8926188,45+,Excitatory,fast
0.67,-158.13358,0.8909899,45+,Excitatory,fast
0.69,-158.1945,0.88750696,45+,Excitatory,fast
0.71,-157.26608,0.8921205,45+,Excitatory,fast
0.73,-157.88872,0.8910681,45+,Excitatory,fast
0.75,-158.80705,0.8896551,45+,Excitatory,fast
0.77,-159.45407,0.88245296,45+,Excitatory,fast
0.79,-160.1853,0.87480557,45+,Excitatory,fast
0.81,-162.5825,0.87111723,45+,Excitatory,fast
0.83,-164.38919,0.86350054,45+,Excitatory,fast
0.85,-165.58699,0.8555245,45+,Excitatory,fast
0.87,-168.598,0.84239554,45+,Excitatory,fast
0.89,-174.41417,0.8282612,45+,Excitatory,fast
0.91,-180.77075,0.79814726,45+,Excitatory,fast
0.9299999999999999,-190.19775,0.7611597,45+,Excitatory,fast
0.95,-203.72183,0.71725124,45+,Excitatory,fast
0.97,-217.68188,0.66960293,45+,Excitatory,fast
0.99,-234.61035,0.6113905,45+,Excitatory,fast
0.0095,-201.07716,0.5065302,35–45,Excitatory,fast
0.03,-211.2951,0.46071732,35–45,Excitatory,fast
0.05,-218.89838,0.42708254,35–45,Excitatory,fast
0.07,-218.81972,0.42303485,35–45,Excitatory,fast
0.09,-219.90685,0.4168829,35–45,Excitatory,fast
0.11,-222.55356,0.41545972,35–45,Excitatory,fast
0.13,-217.21474,0.43074512,35–45,Excitatory,fast
0.15000000000000002,-212.10591,0.45018905,35–45,Excitatory,fast
0.16999999999999998,-207.28568,0.46484354,35–45,Excitatory,fast
0.19,-202.26569,0.48569572,35–45,Excitatory,fast
0.21000000000000002,-194.12932,0.51755625,35–45,Excitatory,fast
0.22999999999999998,-189.26286,0.53883225,35–45,Excitatory,fast
0.25,-184.4819,0.5664909,35–45,Excitatory,fast
0.27,-179.90813,0.5889979,35–45,Excitatory,fast
0.29000000000000004,-174.55042,0.61874884,35–45,Excitatory,fast
0.31,-169.83145,0.6415599,35–45,Excitatory,fast
0.33,-165.45268,0.6642582,35–45,Excitatory,fast
0.35,-159.83934,0.6876148,35–45,Excitatory,fast
0.37,-154.62268,0.70784646,35–45,Excitatory,fast
0.39,-150.39944,0.7280995,35–45,Excitatory,fast
0.41000000000000003,-146.17868,0.7469457,35–45,Excitatory,fast
0.43,-142.1286,0.7631371,35–45,Excitatory,fast
0.45,-139.21896,0.7783582,35–45,Excitatory,fast
0.47,-135.77571,0.79221237,35–45,Excitatory,fast
0.49,-132.94518,0.8033944,35–45,Excitatory,fast
0.51,-130.28146,0.8162245,35–45,Excitatory,fast
0.53,-128.12105,0.8243465,35–45,Excitatory,fast
0.55,-126.41751,0.83236074,35–45,Excitatory,fast
0.5700000000000001,-125.10736,0.8370047,35–45,Excitatory,fast
0.59,-124.305016,0.84096813,35–45,Excitatory,fast
0.61,-122.99134,0.8477002,35–45,Excitatory,fast
0.63,-122.67787,0.8505021,35–45,Excitatory,fast
0.65,-122.74538,0.85121244,35–45,Excitatory,fast
0.67,-122.72546,0.8524181,35–45,Excitatory,fast
0.69,-122.93591,0.850786,35–45,Excitatory,fast
0.71,-122.659935,0.8525283,35–45,Excitatory,fast
0.73,-122.99624,0.8533701,35–45,Excitatory,fast
0.75,-123.64567,0.85093725,35–45,Excitatory,fast
0.77,-124.41092,0.8462069,35–45,Excitatory,fast
0.79,-125.44386,0.8416978,35–45,Excitatory,fast
0.81,-126.358955,0.83819556,35–45,Excitatory,fast
0.83,-128.57028,0.8258082,35–45,Excitatory,fast
0.85,-130.51726,0.81408167,35–45,Excitatory,fast
0.87,-133.24701,0.79983497,35–45,Excitatory,fast
0.89,-136.98708,0.7824203,35–45,Excitatory,fast
0.91,-141.75589,0.7582992,35–45,Excitatory,fast
0.9299999999999999,-147.27936,0.7342969,35–45,Excitatory,fast
0.95,-154.95091,0.695787,35–45,Excitatory,fast
0.97,-163.14333,0.6573954,35–45,Excitatory,fast
0.99,-170.89102,0.6268837,35–45,Excitatory,fast
0.0095,-80.79828,0.5733109,25–35,Excitatory,fast
0.03,-82.277695,0.5525909,25–35,Excitatory,fast
0.05,-83.517365,0.5311778,25–35,Excitatory,fast
0.07,-84.4301,0.5121369,25–35,Excitatory,fast
0.09,-85.333496,0.49490878,25–35,Excitatory,fast
0.11,-85.97549,0.4781604,25–35,Excitatory,fast
0.13,-86.647545,0.46450084,25–35,Excitatory,fast
0.15000000000000002,-86.811516,0.45272192,25–35,Excitatory,fast
0.16999999999999998,-86.91118,0.4455445,25–35,Excitatory,fast
0.19,-87.001236,0.44099423,25–35,Excitatory,fast
0.21000000000000002,-86.46151,0.44155443,25–35,Excitatory,fast
0.22999999999999998,-85.99261,0.44375306,25–35,Excitatory,fast
0.25,-85.37996,0.44976196,25–35,Excitatory,fast
0.27,-84.736,0.4567958,25–35,Excitatory,fast
0.29000000000000004,-83.72034,0.46694753,25–35,Excitatory,fast
0.31,-82.96457,0.47575042,25–35,Excitatory,fast
0.33,-82.053444,0.48878083,25–35,Excitatory,fast
0.35,-81.02517,0.50201666,25–35,Excitatory,fast
0.37,-80.15326,0.5127545,25–35,Excitatory,fast
0.39,-79.40927,0.52504176,25–35,Excitatory,fast
0.41000000000000003,-78.54488,0.53911597,25–35,Excitatory,fast
0.43,-77.814285,0.55215096,25–35,Excitatory,fast
0.45,-76.98856,0.5666106,25–35,Excitatory,fast
0.47,-76.315445,0.57794684,25–35,Excitatory,fast
0.49,-75.66332,0.5903555,25–35,Excitatory,fast
0.51,-75.0535,0.60251504,25–35,Excitatory,fast
0.53,-74.489,0.61303395,25–35,Excitatory,fast
0.55,-73.97988,0.62454736,25–35,Excitatory,fast
0.5700000000000001,-73.51056,0.6347214,25–35,Excitatory,fast
0.59,-73.10307,0.643949,25–35,Excitatory,fast
0.61,-72.765015,0.65267795,25–35,Excitatory,fast
0.63,-72.53666,0.6601714,25–35,Excitatory,fast
0.65,-72.15734,0.66806376,25–35,Excitatory,fast
0.67,-71.90274,0.67550236,25–35,Excitatory,fast
0.69,-71.71864,0.68191475,25–35,Excitatory,fast
0.71,-71.5257,0.68848234,25–35,Excitatory,fast
0.73,-71.43155,0.692087,25–35,Excitatory,fast
0.75,-71.37856,0.69682777,25–35,Excitatory,fast
0.77,-71.37082,0.6990524,25–35,Excitatory,fast
0.79,-71.40723,0.7006792,25–35,Excitatory,fast
0.81,-71.38581,0.7028916,25–35,Excitatory,fast
0.83,-71.622444,0.7008793,25–35,Excitatory,fast
0.85,-71.73975,0.697511,25–35,Excitatory,fast
0.87,-72.2652,0.6922627,25–35,Excitatory,fast
0.89,-72.677185,0.6851904,25–35,Excitatory,fast
0.91,-73.130486,0.6763379,25–35,Excitatory,fast
0.9299999999999999,-73.814476,0.66406745,25–35,Excitatory,fast
0.95,-74.62112,0.64950866,25–35,Excitatory,fast
0.97,-75.6329,0.63104594,25–35,Excitatory,fast
0.99,-76.39402,0.6171218,25–35,Excitatory,fast
0.0095,-43.79685,0.6034012,15–25,Excitatory,fast
0.03,-44.51878,0.5898368,15–25,Excitatory,fast
0.05,-44.94783,0.5781378,15–25,Excitatory,fast
0.07,-45.552265,0.565056,15–25,Excitatory,fast
0.09,-46.33863,0.55153817,15–25,Excitatory,fast
0.11,-46.785847,0.54145205,15–25,Excitatory,fast
0.13,-47.12059,0.53400445,15–25,Excitatory,fast
0.15000000000000002,-47.69135,0.522591,15–25,Excitatory,fast
0.16999999999999998,-47.7654,0.519915,15–25,Excitatory,fast
0.19,-47.5674,0.51911193,15–25,Excitatory,fast
0.21000000000000002,-47.35307,0.5199766,15–25,Excitatory,fast
0.22999999999999998,-47.215576,0.5208744,15–25,Excitatory,fast
0.25,-46.992275,0.5252359,15–25,Excitatory,fast
0.27,-46.972992,0.5248249,15–25,Excitatory,fast
0.29000000000000004,-46.65669,0.5305909,15–25,Excitatory,fast
0.31,-45.93343,0.5405728,15–25,Excitatory,fast
0.33,-45.47793,0.5521101,15–25,Excitatory,fast
0.35,-44.916035,0.55930066,15–25,Excitatory,fast
0.37,-44.74326,0.5647421,15–25,Excitatory,fast
0.39,-44.087215,0.5756293,15–25,Excitatory,fast
0.41000000000000003,-44.009075,0.5830849,15–25,Excitatory,fast
0.43,-43.042824,0.5953255,15–25,Excitatory,fast
0.45,-42.546173,0.6079843,15–25,Excitatory,fast
0.47,-42.510433,0.61539817,15–25,Excitatory,fast
0.49,-42.375675,0.62390894,15–25,Excitatory,fast
0.51,-42.11437,0.6318225,15–25,Excitatory,fast
0.53,-41.501133,0.6446604,15–25,Excitatory,fast
0.55,-40.626766,0.6576196,15–25,Excitatory,fast
0.5700000000000001,-40.652153,0.6676839,15–25,Excitatory,fast
0.59,-40.187775,0.6792851,15–25,Excitatory,fast
0.61,-40.44867,0.6867389,15–25,Excitatory,fast
0.63,-39.540813,0.6912308,15–25,Excitatory,fast
0.65,-39.163124,0.6978301,15–25,Excitatory,fast
0.67,-38.980827,0.7046267,15–25,Excitatory,fast
0.69,-39.29554,0.7084964,15–25,Excitatory,fast
0.71,-39.26553,0.7062667,15–25,Excitatory,fast
0.73,-38.15863,0.7127868,15–25,Excitatory,fast
0.75,-38.108246,0.7168604,15–25,Excitatory,fast
0.77,-37.993965,0.7168859,15–25,Excitatory,fast
0.79,-38.36043,0.7167993,15–25,Excitatory,fast
0.81,-37.915024,0.7188819,15–25,Excitatory,fast
0.83,-37.877853,0.71910065,15–25,Excitatory,fast
0.85,-38.233227,0.7148081,15–25,Excitatory,fast
0.87,-38.40594,0.7119453,15–25,Excitatory,fast
0.89,-38.539635,0.70864195,15–25,Excitatory,fast
0.91,-38.753174,0.7045481,15–25,Excitatory,fast
0.9299999999999999,-39.40412,0.69605666,15–25,Excitatory,fast
0.95,-40.175045,0.68285924,15–25,Excitatory,fast
0.97,-40.68787,0.6732613,15–25,Excitatory,fast
0.99,-41.68577,0.6589562,15–25,Excitatory,fast
